city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Rayleigh,51.5864,0.6049,United Kingdom,GB,Essex,,32150,32150
Whitstable,51.3610,1.0260,United Kingdom,GB,Kent,,32100,30195
Ecclesfield,53.4429,-1.4698,United Kingdom,GB,Sheffield,,32073,31609
Ryde,50.7271,-1.1618,United Kingdom,GB,Isle of Wight,,32072,32072
Earley,51.4330,-0.9330,United Kingdom,GB,Wokingham,,32036,32036
Borehamwood,51.6578,-0.2723,United Kingdom,GB,Hertfordshire,,31955,31955
Bexleyheath,51.4590,0.1380,United Kingdom,GB,Bexley,,31929,31929
Prestwich,53.5333,-2.2833,United Kingdom,GB,Bury,,31693,31693
Darwen,53.6980,-2.4610,United Kingdom,GB,Blackburn with Darwen,,31570,31570
Epsom,51.3360,-0.2670,United Kingdom,GB,Surrey,,31489,31489
Warwick,52.2800,-1.5900,United Kingdom,GB,Warwickshire,,31345,31345
Pinner,51.5932,-0.3894,United Kingdom,GB,Harrow,,31130,31130
Rutherglen,55.8286,-4.2139,United Kingdom,GB,Glasgow City,,31120,31120
Loughton,51.6494,0.0735,United Kingdom,GB,Essex,,31106,31106
Dover,51.1295,1.3089,United Kingdom,GB,Kent,,31022,31022
Pontefract,53.6910,-1.3120,United Kingdom,GB,Wakefield,,30881,30881
Saint Neots,52.2280,-0.2700,United Kingdom,GB,Cambridgeshire,,30811,30811
Bedworth,52.4750,-1.4770,United Kingdom,GB,Warwickshire,,30648,30648
Burgess Hill,50.9535,-0.1262,United Kingdom,GB,West Sussex,,30635,30635
Northolt,51.5470,-0.3620,United Kingdom,GB,Ealing,,30304,30304
Farnworth,53.5452,-2.3999,United Kingdom,GB,Bolton,,30271,30271
Wishaw,55.7739,-3.9189,United Kingdom,GB,North Lanarkshire,,30250,30250
Harpenden,51.8175,-0.3524,United Kingdom,GB,Hertfordshire,,30240,30240
Deal,51.2226,1.4006,United Kingdom,GB,Kent,,30085,30085
Radcliffe,53.5615,-2.3268,United Kingdom,GB,Bury,,29950,29950
Carshalton,51.3652,-0.1676,United Kingdom,GB,Sutton,,29917,29917
Plympton,50.3860,-4.0510,United Kingdom,GB,Plymouth,,29899,29899
Bulwell,53.0010,-1.1970,United Kingdom,GB,Nottingham,,29771,29771
Cambuslang,55.8190,-4.1671,United Kingdom,GB,South Lanarkshire,,29690,29100
Sevenoaks,51.2781,0.1874,United Kingdom,GB,Kent,,29506,29506
Northfleet,51.4400,0.3400,United Kingdom,GB,Kent,,29474,29474
Cramlington,55.0820,-1.5850,United Kingdom,GB,Northumberland,,29405,29405
Rushden,52.2880,-0.6010,United Kingdom,GB,Northamptonshire,,29272,29272
Bromsgrove,52.3353,-2.0579,United Kingdom,GB,Worcestershire,,29237,29237
Nelson,53.8346,-2.2180,United Kingdom,GB,Lancashire,,29135,29135
Beverley,53.8450,-0.4270,United Kingdom,GB,East Riding of Yorkshire,,29110,29110
Cannock,52.6910,-2.0270,United Kingdom,GB,Staffordshire,,29018,29018
Hanwell,51.5189,-0.3376,United Kingdom,GB,Ealing,,28768,28768
Stanford le Hope,51.5140,0.4244,United Kingdom,GB,Thurrock,,28765,28765
Kendal,54.3260,-2.7450,United Kingdom,GB,Cumbria,,28586,28586
Willenhall,52.5798,-2.0605,United Kingdom,GB,Walsall,,28480,28480
Wood Green,51.5981,-0.1149,United Kingdom,GB,Haringey,,28453,28453
Heywood,53.5900,-2.2190,United Kingdom,GB,Rochdale,,28205,28205
Bearsden,55.9192,-4.3332,United Kingdom,GB,East Dunbartonshire,,28120,28120
Reddish,53.4383,-2.1613,United Kingdom,GB,Stockport,,28052,28052
Billericay,51.6280,0.4184,United Kingdom,GB,Essex,,27998,27998
Darlaston,52.5708,-2.0457,United Kingdom,GB,Walsall,,27821,27821
Littlehampton,50.8094,-0.5409,United Kingdom,GB,West Sussex,,27795,27795
Ashington,55.1810,-1.5680,United Kingdom,GB,Northumberland,,27764,27764
Newton Mearns,55.7716,-4.3347,United Kingdom,GB,East Renfrewshire,,27660,26600
Yate,51.5402,-2.4110,United Kingdom,GB,South Gloucestershire,,27603,21789
Jarrow,54.9797,-1.4804,United Kingdom,GB,South Tyneside,,27526,27526
Witney,51.7800,-1.4900,United Kingdom,GB,Oxfordshire,,27522,27522
Stratford-upon-Avon,52.1928,-1.7064,United Kingdom,GB,Warwickshire,,27445,27445
Shotley Bridge,54.8700,-1.8600,United Kingdom,GB,Durham,,27394,27394
Ashford,51.4340,-0.4640,United Kingdom,GB,Surrey,,27382,27382
Ormskirk,53.5665,-2.8869,United Kingdom,GB,Lancashire,,27343,27343
Longton,52.9877,-2.1327,United Kingdom,GB,Stoke-on-Trent,,27214,27214
Melton Mowbray,52.7661,-0.8860,United Kingdom,GB,Leicestershire,,27158,27158
Haverhill,52.0800,0.4400,United Kingdom,GB,Suffolk,,27041,27041
Didcot,51.6060,-1.2410,United Kingdom,GB,Oxfordshire,,26920,26920
Clifton,52.9040,-1.1770,United Kingdom,GB,Nottingham,,26835,26835
Chichester,50.8365,-0.7792,United Kingdom,GB,West Sussex,,26795,26795
Hertford,51.7950,-0.0780,United Kingdom,GB,Hertfordshire,,26783,26783
Highbury,51.5520,-0.0970,United Kingdom,GB,Islington,,26664,26664
Newton Aycliffe,54.6200,-1.5800,United Kingdom,GB,Durham,,26633,26633
Fern Down,50.8100,-1.9000,United Kingdom,GB,Dorset,,26559,17650
Congleton,53.1620,-2.2170,United Kingdom,GB,Cheshire East,,26482,26482
Cheadle Hulme,53.3761,-2.1897,United Kingdom,GB,Stockport,,26479,26479
East Grinstead,51.1290,-0.0070,United Kingdom,GB,West Sussex,,26383,26383
Thatcham,51.4050,-1.2640,United Kingdom,GB,West Berkshire,,26217,26217
Frome,51.2279,-2.3215,United Kingdom,GB,Somerset,,26203,26203
Burntwood,52.6831,-1.9200,United Kingdom,GB,Staffordshire,,26049,26049
Clydebank,55.8997,-4.4006,United Kingdom,GB,West Dunbartonshire,,25970,25970
Fleetwood,53.9230,-3.0150,United Kingdom,GB,Lancashire,,25939,25939
Bournville,52.4299,-1.9355,United Kingdom,GB,Birmingham,,25938,25938
Shenley Brook End,52.0090,-0.7890,United Kingdom,GB,Milton Keynes,,25828,25828
Bushey,51.6429,-0.3604,United Kingdom,GB,Hertfordshire,,25763,25763
New Milton,50.7600,-1.6500,United Kingdom,GB,Hampshire,,25717,25717
Northfield,52.4080,-1.9630,United Kingdom,GB,Birmingham,,25707,25707
Coulsdon,51.3211,-0.1386,United Kingdom,GB,Croydon,,25695,25695
Bilston,52.5660,-2.0728,United Kingdom,GB,Wolverhampton,,25576,25576
Newton Abbot,50.5290,-3.6100,United Kingdom,GB,Devon,,25556,23580
Wellington,52.7001,-2.5157,United Kingdom,GB,Telford and Wrekin,,25554,25554
Newport,50.7010,-1.2883,United Kingdom,GB,Isle of Wight,,25496,23957
Oldbury,52.5050,-2.0159,United Kingdom,GB,Sandwell,,25488,25488
Bishop Auckland,54.6566,-1.6768,United Kingdom,GB,Durham,,25455,25455
Longbridge,52.3950,-1.9790,United Kingdom,GB,Birmingham,,25410,25410
Bloxwich,52.6140,-2.0040,United Kingdom,GB,Walsall,,25401,25401
Upminster,51.5557,0.2512,United Kingdom,GB,Havering,,25361,25361
Witham,51.7978,0.6373,United Kingdom,GB,Essex,,25353,25353
Workington,54.6365,-3.5549,United Kingdom,GB,Cumbria,,25207,25207
Kingswinford,52.4981,-2.1657,United Kingdom,GB,Staffordshire,,25191,25191
Rhyl,53.3210,-3.4800,United Kingdom,GB,Denbighshire,,25149,25149
Daventry,52.2600,-1.1600,United Kingdom,GB,Northamptonshire,,25026,25026
Hindley,53.5355,-2.5658,United Kingdom,GB,Wigan,,25001,25001
Rainham,51.3600,0.6100,United Kingdom,GB,Medway,,25000,25000
Portishead,51.4840,-2.7626,United Kingdom,GB,North Somerset,,25000,25000
Pitsea,51.5690,0.5040,United Kingdom,GB,Essex,,25000,25000
Westhoughton,53.5490,-2.5290,United Kingdom,GB,Bolton,,24974,24974
Broadstairs,51.3589,1.4394,United Kingdom,GB,Kent,,24903,24903
Consett,54.8500,-1.8300,United Kingdom,GB,Durham,,24828,24828
Thornaby on Tees,54.5556,-1.3049,United Kingdom,GB,Stockton-on-Tees,,24741,24741
Wilmslow,53.3250,-2.2390,United Kingdom,GB,Cheshire East,,24497,24497
Kings Norton,52.4072,-1.9272,United Kingdom,GB,Birmingham,,24380,24380
Thetford,52.4100,0.7400,United Kingdom,GB,Norfolk,,24340,24340
Elgin,57.6500,-3.3150,United Kingdom,GB,Moray,,24320,24320
Chester-le-Street,54.8594,-1.5699,United Kingdom,GB,Durham,,24227,24227
Farnley,53.7876,-1.6159,United Kingdom,GB,Leeds,,24213,24213
Great Sankey,53.3918,-2.6383,United Kingdom,GB,Warrington,,24211,24211
Golborne,53.4758,-2.5943,United Kingdom,GB,Wigan,,24169,24169
Plymstock,50.3569,-4.0900,United Kingdom,GB,Plymouth,,24103,24103
Bognor Regis,50.7824,-0.6764,United Kingdom,GB,West Sussex,,24064,24064
Barnstaple,51.0800,-4.0600,United Kingdom,GB,Devon,,24033,24033
Rugeley,52.7599,-1.9388,United Kingdom,GB,Staffordshire,,24033,24033
Eastleigh,50.9667,-1.3500,United Kingdom,GB,Hampshire,,24011,24011
Ashton in Makerfield,53.4870,-2.6410,United Kingdom,GB,Wigan,,24000,24000
Whitehaven,54.5480,-3.5855,United Kingdom,GB,Cumbria,,23986,23986
Rickmansworth,51.6383,-0.4659,United Kingdom,GB,Hertfordshire,,23973,23973
Littleover,52.9060,-1.5050,United Kingdom,GB,Derby,,23958,23958
Caversham,51.4670,-0.9730,United Kingdom,GB,Reading,,23885,23885
Oadby,52.5987,-1.0763,United Kingdom,GB,Leicestershire,,23849,23849
Bishopbriggs,55.9046,-4.2250,United Kingdom,GB,East Dunbartonshire,,23820,23540
Kidsgrove,53.0874,-2.2478,United Kingdom,GB,Staffordshire,,23756,23756
Huntingdon,52.3364,-0.1717,United Kingdom,GB,Cambridgeshire,,23732,23732
Stalybridge,53.4834,-2.0400,United Kingdom,GB,Tameside,,23731,23731
Stanmore,51.6180,-0.3140,United Kingdom,GB,Harrow,,23700,23700
Felixstowe,51.9639,1.3515,United Kingdom,GB,Suffolk,,23689,23689
Marple,53.3970,-2.0610,United Kingdom,GB,Stockport,,23687,23687
Perry Barr,52.5249,-1.9042,United Kingdom,GB,Birmingham,,23652,23652
Gosforth,55.0070,-1.6230,United Kingdom,GB,Newcastle upon Tyne,,23620,23620
Droitwich,52.2670,-2.1530,United Kingdom,GB,Worcestershire,,23504,23504
Arbroath,56.5610,-2.5860,United Kingdom,GB,Angus,,23490,23490
Seaford,50.7700,0.1000,United Kingdom,GB,East Sussex,,23463,23463
Evesham,52.0920,-1.9470,United Kingdom,GB,Worcestershire,,23428,23428
Whitefield,53.5521,-2.2992,United Kingdom,GB,Bury,,23283,23283
Penwortham,53.7400,-2.7200,United Kingdom,GB,Lancashire,,23047,23047
Harborne,52.4600,-1.9500,United Kingdom,GB,Birmingham,,23001,23001
Swinton,53.5122,-2.3412,United Kingdom,GB,Salford,,22931,22931
Market Harborough,52.4775,-0.9206,United Kingdom,GB,Leicestershire,,22911,22911
Penistone,53.5250,-1.6290,United Kingdom,GB,Barnsley,,22909,22909
Gainsborough,53.4016,-0.7732,United Kingdom,GB,Lincolnshire,,22841,22841
Walton upon Thames,51.3868,-0.4133,United Kingdom,GB,Surrey,,22834,22834
Erdington,52.5236,-1.8378,United Kingdom,GB,Birmingham,,22828,22828
Haywards Heath,51.0048,-0.0979,United Kingdom,GB,West Sussex,,22800,22800
Stratton Saint Margaret,51.5860,-1.7620,United Kingdom,GB,Swindon,,22698,22698
Droylsden,53.4828,-2.1582,United Kingdom,GB,Tameside,,22689,22689
Wednesfield,52.5998,-2.0817,United Kingdom,GB,Wolverhampton,,22646,22646
Calverley,53.8266,-1.6908,United Kingdom,GB,Leeds,,22594,4328
Leigh-on-Sea,51.5425,0.6535,United Kingdom,GB,Southend-on-Sea,,22509,22509
Formby,53.5586,-3.0666,United Kingdom,GB,Sefton,,22419,22419
Kenilworth,52.3410,-1.5660,United Kingdom,GB,Warwickshire,,22413,22413
Pudsey,53.7970,-1.6630,United Kingdom,GB,Leeds,,22408,22408
Guiseley,53.8750,-1.7060,United Kingdom,GB,Leeds,,22347,22347
Alfreton,53.0970,-1.3800,United Kingdom,GB,Derbyshire,,22302,22302
March,52.5510,0.0880,United Kingdom,GB,Cambridgeshire,,22298,22298
Litherland,53.4727,-2.9990,United Kingdom,GB,Sefton,,22242,22242
Yeadon,53.8690,-1.6880,United Kingdom,GB,Leeds,,22233,22233
Acomb,53.9550,-1.1260,United Kingdom,GB,York,,22215,22215
Buxton,53.2590,-1.9110,United Kingdom,GB,Derbyshire,,22215,22215
Newton in Makerfield,53.4500,-2.6330,United Kingdom,GB,St. Helens,,22114,22114
Penarth,51.4300,-3.1700,United Kingdom,GB,"Vale of Glamorgan, The",,22083,22083
Horley,51.1740,-0.1720,United Kingdom,GB,Surrey,,22076,22076
Northwood,51.6010,-0.4176,United Kingdom,GB,Hertfordshire,,22047,22047
East Retford,53.3228,-0.9431,United Kingdom,GB,Nottinghamshire,,22013,22013
Atherton,53.5230,-2.4950,United Kingdom,GB,Wigan,,22000,22000
Rawtenstall,53.6990,-2.2910,United Kingdom,GB,Lancashire,,22000,22000
Musselburgh,55.9420,-3.0540,United Kingdom,GB,East Lothian,,21900,20840
Renfrew,55.8791,-4.3868,United Kingdom,GB,Renfrewshire,,21854,21854
Belper,53.0290,-1.4750,United Kingdom,GB,Derbyshire,,21822,21822
Reigate,51.2370,-0.2060,United Kingdom,GB,Surrey,,21820,21820
Sheldon,52.4500,-1.7666,United Kingdom,GB,Solihull,,21817,21817
Godalming,51.1800,-0.6100,United Kingdom,GB,Surrey,,21804,21804
Falmouth,50.1500,-5.0700,United Kingdom,GB,Cornwall,,21797,21797
Kilwinning,55.6550,-4.7030,United Kingdom,GB,North Ayrshire,,21693,16460
Potters Bar,51.6980,-0.1830,United Kingdom,GB,Hertfordshire,,21639,21639
Camborne,50.2130,-5.3000,United Kingdom,GB,Cornwall,,21600,21600
Linslade,51.9243,-0.6774,United Kingdom,GB,Central Bedfordshire,,21590,21590
Chesham,51.7120,-0.6120,United Kingdom,GB,Buckinghamshire,,21483,21483
Richmond,51.4560,-0.3010,United Kingdom,GB,Richmond upon Thames,,21469,21469
Chandlers Ford,50.9840,-1.3792,United Kingdom,GB,Hampshire,,21436,21436
Darton,53.5850,-1.5325,United Kingdom,GB,Barnsley,,21345,21345
Royton,53.5660,-2.1210,United Kingdom,GB,Oldham,,21284,21284
Clevedon,51.4380,-2.8540,United Kingdom,GB,North Somerset,,21281,21281
Dronfield,53.3024,-1.4664,United Kingdom,GB,Derbyshire,,21261,21261
Ossett,53.6800,-1.5800,United Kingdom,GB,Wakefield,,21231,21231
Penzance,50.1190,-5.5370,United Kingdom,GB,Cornwall,,21200,21200
Waltham Abbey,51.6846,0.0004,United Kingdom,GB,Essex,,21149,21149
Omagh,54.5900,-7.2900,United Kingdom,GB,Fermanagh and Omagh,,21056,16326
Caterham,51.2803,-0.0816,United Kingdom,GB,Surrey,,21030,21030
Woodlesford,53.7567,-1.4530,United Kingdom,GB,Leeds,,21010,21010
Maesteg,51.6100,-3.6500,United Kingdom,GB,Bridgend,,21000,20612
Normanton,53.6970,-1.4160,United Kingdom,GB,Wakefield,,20872,20872
Wallington,51.3647,-0.1403,United Kingdom,GB,Sutton,,20850,20850
Ripley,53.0500,-1.4070,United Kingdom,GB,Derbyshire,,20807,20807
Sandhurst,51.3490,-0.8000,United Kingdom,GB,Hampshire,,20803,20803
Leek,53.1080,-2.0234,United Kingdom,GB,Staffordshire,,20768,20768
Alloa,56.1160,-3.7930,United Kingdom,GB,Clackmannanshire,,20730,20730
Boscombe,50.7250,-1.8400,United Kingdom,GB,Bournemouth,,20719,20719
Llandudno,53.3250,-3.8260,United Kingdom,GB,Conwy,,20701,20701
Failsworth,53.5102,-2.1575,United Kingdom,GB,Oldham,,20680,20680
Kirkstall,53.8160,-1.6020,United Kingdom,GB,Leeds,,20673,20673
Kirkby in Ashfield,53.0990,-1.2450,United Kingdom,GB,Nottinghamshire,,20672,20672
Bellshill,55.8165,-4.0262,United Kingdom,GB,North Lanarkshire,,20650,20290
Crowborough,51.0600,0.1600,United Kingdom,GB,East Sussex,,20607,20607
Shoreham-by-Sea,50.8340,-0.2730,United Kingdom,GB,West Sussex,,20547,20547
Dumbarton,55.9500,-4.5667,United Kingdom,GB,West Dunbartonshire,,20527,20527
Hythe,50.8690,-1.3990,United Kingdom,GB,Hampshire,,20526,20526
Hailsham,50.8647,0.2577,United Kingdom,GB,East Sussex,,20476,20476
Maghull,53.5174,-2.9449,United Kingdom,GB,Sefton,,20444,20444
Bathgate,55.9024,-3.6431,United Kingdom,GB,West Lothian,,20363,20363
Rothwell,53.7485,-1.4780,United Kingdom,GB,Leeds,,20354,20354
Newquay,50.4120,-5.0757,United Kingdom,GB,Cornwall,,20342,20342
Hoddesdon,51.7590,-0.0150,United Kingdom,GB,Hertfordshire,,20250,20250
Seaham,54.8400,-1.3400,United Kingdom,GB,Durham,,20172,20172
Peterlee,54.7600,-1.3300,United Kingdom,GB,Durham,,20164,20164
Halewood,53.3599,-2.8400,United Kingdom,GB,Knowsley,,20116,20116
Ely,52.3981,0.2622,United Kingdom,GB,Cambridgeshire,,20112,20112
Killingworth,55.0318,-1.5557,United Kingdom,GB,North Tyneside,,20079,20079
Horwich,53.5920,-2.5400,United Kingdom,GB,Bolton,,20067,20067
Bispham,53.8520,-3.0410,United Kingdom,GB,Blackpool,,20001,20001
Antrim,54.7173,-6.2055,United Kingdom,GB,Antrim and Newtownabbey,,19986,19986
Wetherby,53.9276,-1.3839,United Kingdom,GB,Leeds,,19979,19979
Saint Austell,50.3386,-4.7922,United Kingdom,GB,Cornwall,,19958,19958
Irlam,53.4450,-2.4220,United Kingdom,GB,Salford,,19933,19933
Northwich,53.2590,-2.5180,United Kingdom,GB,Cheshire West and Chester,,19924,19924
Biddulph,53.1200,-2.1700,United Kingdom,GB,Staffordshire,,19892,19892
Spennymoor,54.7000,-1.5900,United Kingdom,GB,Durham,,19816,19816
Barrhead,55.8016,-4.3880,United Kingdom,GB,East Renfrewshire,,19813,17610
Garforth,53.7920,-1.3880,United Kingdom,GB,Leeds,,19811,19811
Tewkesbury,51.9900,-2.1600,United Kingdom,GB,Gloucestershire,,19778,19778
Stamford,52.6560,-0.4840,United Kingdom,GB,Lincolnshire,,19701,19701
Kirkintilloch,55.9357,-4.1547,United Kingdom,GB,East Dunbartonshire,,19700,19700
Davyhulme,53.4559,-2.3683,United Kingdom,GB,Trafford,,19634,19634
Skegness,53.1400,0.3400,United Kingdom,GB,Lincolnshire,,19579,19579
Burnham-on-Sea,51.2376,-2.9935,United Kingdom,GB,Somerset,,19576,19576
Abbots Langley,51.7010,-0.4160,United Kingdom,GB,Hertfordshire,,19574,19574
Mirfield,53.6807,-1.6888,United Kingdom,GB,Kirklees,,19563,19563
Tiverton,50.9030,-3.4880,United Kingdom,GB,Devon,,19544,19544
Goole,53.6992,-0.8692,United Kingdom,GB,East Riding of Yorkshire,,19518,19518
South Ockendon,51.5207,0.2956,United Kingdom,GB,Thurrock,,19460,19460
Romsey,50.9890,-1.4966,United Kingdom,GB,Hampshire,,19441,19441
Kempston,52.1140,-0.4970,United Kingdom,GB,Bedford,,19440,19440
Adel,53.8489,-1.5849,United Kingdom,GB,Leeds,,19430,19430
Liversedge,53.7067,-1.6900,United Kingdom,GB,Kirklees,,19420,19420
Hampton,51.4220,-0.3670,United Kingdom,GB,Richmond upon Thames,,19372,19372
Great Linford,52.0680,-0.7637,United Kingdom,GB,Milton Keynes,,19350,19350
Faversham,51.3177,0.8928,United Kingdom,GB,Kent,,19316,19316
Dukinfield,53.4739,-2.0828,United Kingdom,GB,Tameside,,19306,19306
Stowmarket,52.1900,1.0000,United Kingdom,GB,Suffolk,,19280,19280
Neath,51.6600,-3.8100,United Kingdom,GB,Neath Port Talbot,,19258,19258
Ecclesall,53.3620,-1.4980,United Kingdom,GB,Sheffield,,19211,19211
Molesey,51.4010,-0.3630,United Kingdom,GB,Surrey,,19088,19088
Cirencester,51.7190,-1.9680,United Kingdom,GB,Gloucestershire,,19076,19076
Dorchester,50.7154,-2.4367,United Kingdom,GB,Dorset,,19060,19060
Monkseaton,55.0430,-1.4590,United Kingdom,GB,North Tyneside,,19044,19044
Linlithgow,55.9791,-3.6105,United Kingdom,GB,West Lothian,,19000,19000
Southbourne,50.7220,-1.7980,United Kingdom,GB,Bournemouth,,18960,18960
Horsforth,53.8341,-1.6429,United Kingdom,GB,Leeds,,18895,18895
Prestatyn,53.3310,-3.4050,United Kingdom,GB,Denbighshire,,18849,18849
Kilbirnie,55.7550,-4.6860,United Kingdom,GB,North Ayrshire,,18829,7340
Lancing,50.8320,-0.3190,United Kingdom,GB,West Sussex,,18810,18810
Ware,51.8109,-0.0314,United Kingdom,GB,Hertfordshire,,18799,18799
Truro,50.2600,-5.0510,United Kingdom,GB,Cornwall,,18766,18766
Eastwood,53.0180,-1.3040,United Kingdom,GB,Nottinghamshire,,18612,18612
East Dereham,52.6810,0.9400,United Kingdom,GB,Norfolk,,18609,18609
Ebbw Vale,51.7779,-3.2117,United Kingdom,GB,Blaenau Gwent,,18558,18558
Peterhead,57.5091,-1.7832,United Kingdom,GB,Aberdeenshire,,18537,18537
Appley Bridge,53.5790,-2.7210,United Kingdom,GB,Lancashire,,18500,18500
Berkhampstead,51.7600,-0.5600,United Kingdom,GB,Hertfordshire,,18500,18100
Rawmarsh,53.4636,-1.3439,United Kingdom,GB,Rotherham,,18498,18498
Poulton le Fylde,53.8470,-2.9950,United Kingdom,GB,Lancashire,,18495,18495
Staines-upon-Thames,51.4330,-0.5170,United Kingdom,GB,Surrey,,18484,18484
Bedlington,55.1330,-1.5830,United Kingdom,GB,Northumberland,,18470,18470
Mill Hill,51.6200,-0.2300,United Kingdom,GB,Barnet,,18451,18451
Almondbury,53.6344,-1.7489,United Kingdom,GB,Kirklees,,18346,18346
Hadleigh,51.5535,0.6095,United Kingdom,GB,Essex,,18300,18300
Staveley,53.2694,-1.3484,United Kingdom,GB,Derbyshire,,18247,18247
Fulwood,53.3650,-1.5440,United Kingdom,GB,Sheffield,,18233,18233
Redhill,51.2393,-0.1726,United Kingdom,GB,Surrey,,18163,18163
Aberystwyth,52.4140,-4.0810,United Kingdom,GB,Ceredigion,,18093,12250
Sunbury,51.4230,-0.4240,United Kingdom,GB,Surrey,,18041,18041
Mickleover,52.9010,-1.5520,United Kingdom,GB,Derby,,18000,18000
Sandbach,53.1460,-2.3670,United Kingdom,GB,Cheshire East,,17976,17976
Madeley,52.6370,-2.4480,United Kingdom,GB,Telford and Wrekin,,17935,17935
Grangemouth,56.0120,-3.7170,United Kingdom,GB,Falkirk,,17906,16650
Ramsbottom,53.6484,-2.3169,United Kingdom,GB,Bury,,17872,17872
Colne,53.8554,-2.1756,United Kingdom,GB,Lancashire,,17855,17855
Alton,51.1498,-0.9769,United Kingdom,GB,Hampshire,,17816,17816
Portchester,50.8420,-1.1200,United Kingdom,GB,Hampshire,,17789,17789
Guisborough,54.5350,-1.0563,United Kingdom,GB,Redcar and Cleveland,,17777,17777
Harwich,51.9340,1.2660,United Kingdom,GB,Essex,,17684,17684
Sleaford,52.9960,-0.4130,United Kingdom,GB,Lincolnshire,,17671,17671
Moreton,53.4010,-3.1110,United Kingdom,GB,Wirral,,17670,17670
Quedgeley,51.8250,-2.2800,United Kingdom,GB,Gloucestershire,,17519,17519
Warminster,51.2050,-2.1810,United Kingdom,GB,Wiltshire,,17490,17490
Woodhouse,53.3580,-1.3730,United Kingdom,GB,Sheffield,,17450,17450
Bramhall,53.3570,-2.1640,United Kingdom,GB,Stockport,,17436,17436
Nantwich,53.0670,-2.5220,United Kingdom,GB,Cheshire East,,17424,17424
Hednesford,52.7115,-2.0006,United Kingdom,GB,Staffordshire,,17343,17343
Lewes,50.8756,0.0179,United Kingdom,GB,East Sussex,,17297,15988
Houghton Regis,51.9039,-0.5247,United Kingdom,GB,Central Bedfordshire,,17280,17280
